id,title,type,publisher
doi:10.1037/e468732004-001,Anabolic-androgenic Steroid-Induced Mental Status Changes.,dataset,crossref:15
doi:10.1037/e460402004-001,Identification Of Combat Unit Leader Skills And Leader-Group Interaction Processes.,dataset,crossref:15
doi:10.1037/e568182010-001,Quick Guide To Health Literacy: Health Literacy Basics,dataset,crossref:7822
doi:10.1037/e576992009-001,On The Psychological Situation,dataset,crossref:15
doi:10.1037/e603972007-001,"""Designing Out"" Gang Homicides And Street Assaults",dataset,crossref:15
doi:10.1037/e529792010-023,Self-esteem Varies Among Ethnic-Minority Girls,dataset,crossref:15
doi:10.1037/e463442008-189,Interpersonal Self-Fulfilling Prophecies: Further Extrapolations From The Laboratory To The Classroom,dataset,crossref:15
doi:10.1037/e635362007-001,Adult Reconviction: Results From The 2001 Cohort,dataset,crossref:15
doi:10.1037/e465422008-193,Source Primacy-Recency Effects And The Sleeper Effect,dataset,crossref:15
doi:10.1037/e511752009-001,Factor Analysis Of The Airman Classification Battery With Civilian Reference Tests,dataset,crossref:15
doi:10.5005/jp/books/10977_19,Acute Respiratory Distress Syndrome (ARDS)/Acute Lung Injury (ALI),book chapter,crossref:2914
doi:10.5772/55288,Scaling Up Of Leaf Transpiration And Stomatal Conductance Of Eucalyptus Grandis X Eucalyptus Urophylla In Response To Environmental Variables,book chapter,crossref:3774
doi:10.1037/e520672007-001,Preparing Psychologists For The Reality Of Disaster Work,dataset,crossref:15
doi:10.5194/sed-5-163-2013,"Land-use Change Effects On Soil Quality In Montilla-Moriles DO, Southern Spain",web content,crossref:3145
doi:10.4159/harvard.9780674067820.c2,1 William Bratton And The New York City Police Department,book chapter,crossref:2652
doi:10.1037/e604072011-001,Child And Family Practitioners' Understanding Of Child Development: Lessons Learnt From A Small Sample Of Serious Case Reviews,dataset,crossref:15
doi:10.1037/e417202004-001,"Validity Of Navy Aptitude Tests In Service Schools At The Great Lakes Naval Training Station. (OSRD, 1944; Publ. Bd., No. 13300.).",dataset,crossref:15
doi:10.1037/e665402011-644,Classical Conditioning With Intracerebellar Electrical Stimulation As CS And US,dataset,crossref:15
doi:10.1037/e444932005-001,Aiding The Intelligence Analyst In Situations Of Data Overload: A Simulation Study Of Computer-Supported Inferential Analysis Under Data Overload,dataset,crossref:15
doi:10.1037/e566842012-648,Facilitating Self-Regulated Learning With Technology: Evidence For Student Motivation And Exam Improvement,dataset,crossref:15
doi:10.1037/e578132011-001,Continuing Vocational Training Survey 2005 (CVTS3),dataset,crossref:15
doi:10.5005/jp/books/11241_5,Chapter-05 Critical Appraisal Made Simple,book chapter,crossref:2914
doi:10.1037/e463442008-171,Study Of Stress And Sex Ratio In Humans,dataset,crossref:15
doi:10.1037/e468312008-001,An Exploratory Evaluation Of Restorative Justice Schemes: Crime Reduction Research Series Paper 9,dataset,crossref:15
doi:10.1037/e522682006-001,"Drug Abuse Warning Network, 2004: National Estimates Of Drug-Related Emergency Department Visits",dataset,crossref:15
doi:10.1037/e320552004-002,Accidentally Dead: Accidental Line-of-Duty Deaths Of Law Enforcement Officers,dataset,crossref:15
doi:10.1037/e501662006-001,Child Sexual Abuse On New Mexico Tribal Land 1999-2004,dataset,crossref:15
doi:10.1037/e471672004-001,Blood Platelet Monoamine Oxidase Activity In Anergic Schizophrenics.,dataset,crossref:15
doi:10.1109/cyberneticscom.2012.6381623,Prototyping Capacitive-Micro-Ultrasonic Transducers,proceedings article,crossref:263
doi:10.1037/e467882008-003,Opposition Testimony,dataset,crossref:15
doi:10.1037/e666602011-275,Rated Numbers Of Features For Words Varying In Rated Frequency And Imagery,dataset,crossref:15
doi:10.1037/e582412010-001,Disseminating Evidence-Based Practice For Children & Adolescents: A Systems Approach To Enhancing Care,dataset,crossref:15
doi:10.1037/e614442007-001,"Human Immunodeficiency Virus (HIV) Risk, Prevention, And Testing Behaviors--United States, National HIV Behavioral Surveillance System: Men Who Have Sex With Men, November 2003-April 2005",dataset,crossref:15
doi:10.1037/e300072005-009,[Candidate Message] Farley,dataset,crossref:15
doi:10.1037/e312392004-001,Psychologists' Association Of Alberta: Access Task Force: Final Report,dataset,crossref:15
doi:10.1037/e576852009-001,"Technology, Alienation And Mental Health Summary Of A Social Psychological Research Programme On Technology And The Worker",dataset,crossref:15
doi:10.5772/51707,Ant Colony Optimization Toward Feature Selection,book chapter,crossref:3774
doi:10.1037/e511412004-001,Marijuana: The Gateway Drug,dataset,crossref:15
doi:10.1037/e426742004-001,Forecasting Device Effectiveness: II. Procedures.,dataset,crossref:15
doi:10.1037/e313572004-005,FBI Law Enforcement Bulletin Author Guidelines.,dataset,crossref:15
doi:10.1037/e563052011-001,"Utah Health Status Update, May 2011",dataset,crossref:15
doi:10.5005/jp/books/11167_33,Pediatric Keratoplasty,book chapter,crossref:2914
doi:10.5005/jp/books/11668_20,Hypersensitivity Reactions,book chapter,crossref:2914
doi:10.1037/e650602007-001,Does Gratitude Inhibit Materialism?,dataset,crossref:15
doi:10.5772/55656,Influence Of The Root And Seed Traits On Tolerance To Abiotic Stress,book chapter,crossref:3774
doi:10.1037/e525902009-001,Magnitude Estimations Of Coriolis Sensations,dataset,crossref:15
doi:10.5005/jp/books/11651_84,Clinical Photography In Surgical And Esthetic Dermatology,book chapter,crossref:2914
doi:10.1145/2441955.2442017,A 3D Approach To Recommender System Evaluation,proceedings article,crossref:320
doi:10.1109/icsenst.2012.6461716,WSN And IP Based Parking Management System,proceedings article,crossref:263
doi:10.1037/e666672011-063,Retention Of Passive Avoidance Learning,dataset,crossref:15
doi:10.1037/e536182008-007,Atmospheric-control Systems For Extended-Duration Manned Space Flight,dataset,crossref:15
doi:10.1037/e514882006-001,Methamphetamine Use: Lessons Learned,dataset,crossref:15
doi:10.1037/e473742008-100,Application Of The Method Of Multiple-Rank Orders To The Scaling Of Environmental Characteristics,dataset,crossref:15
doi:10.1016/b978-1-4377-1679-5.00005-3,Pharmacodynamic Drug Interactions,book chapter,crossref:78
doi:10.1037/e459492004-001,Adaptation To Extreme Environments: Prediction Of Performance.,dataset,crossref:15
doi:10.1037/e496912006-009,Characteristics Of Humans Volunteering For A Cocaine Research Project,dataset,crossref:15
doi:10.1037/e384262004-033,APA Governance Structure: Members Of APA Boards And Committees,dataset,crossref:15
doi:10.1145/2441776.2441932,Combining Social Information For Academic Networking,proceedings article,crossref:320
doi:10.1037/e382152004-005,Association: Poll: Members Give APA High Marks,dataset,crossref:15
doi:10.1037/e554212011-001,Traumatic Brain Injury Program Annual Report: July 2009 - June 2010,dataset,crossref:15
doi:10.1037/e575062009-001,Tolerance For Experimentally Induced Pain As Related To Personality,dataset,crossref:15
doi:10.5005/jp/books/11627_21,Apprehensions,book chapter,crossref:2914
doi:10.5005/jp/books/11390_8,Selection Of Wound Dressings,book chapter,crossref:2914
doi:10.1037/e705572011-091,A Progress Report Of Long-Term Robot Assisted Activity At A Health Service Facility For The Aged,dataset,crossref:15
doi:10.1037/e415882004-001,A Demonstration Of Retroactive Interference In Pursuit Rotor Learning.,dataset,crossref:15
doi:10.1037/e458022008-003,Update: Recommendations From The Advisory Committee On Immunization Practices (ACIP) Regarding Administration Of Combination MMRV Vaccine,dataset,crossref:15
doi:10.1109/icumt.2012.6459725,Applying Routing Policy Differentiation For Diverse QoS Degrees In Multi-Domain Optical Networks,proceedings article,crossref:263
doi:10.1037/e663212010-001,Overcoming Information Overload In The Cockpit,dataset,crossref:15
doi:10.1037/e666092011-086,Preference For Darkness Or Light Was Not Altered By Chlorpromazine Or Methamphetamine,dataset,crossref:15
doi:10.1037/e444602004-001,Paced Rehearsal In Sequential Short-Term Memory.,dataset,crossref:15
doi:10.4159/harvard.9780674067769.c11,8 The Fruitless Search For Genes In Psychiatry And Psychology,book chapter,crossref:2652
doi:10.1037/e444762004-001,Transfer From Audiovisual Pretraining To A Continuous Perceptual Motor Task.,dataset,crossref:15
doi:10.1037/e617042011-001,"Society For Judgment And Decision Making (SJDM) Newsletter, June 2005",dataset,crossref:15
doi:10.1037/e412872005-002,The Tragedy Of Schizophrenia,dataset,crossref:15
doi:10.1037/e317052004-004,Reducing Stress: An Organization-Centered Approach,dataset,crossref:15
doi:10.1037/e512072008-001,Culturally Responsive Behavior Support: Meeting The Needs Of All Students,dataset,crossref:15
doi:10.1037/e449422006-001,Effects Of Primary Flight Symbology On Workload And Situation Awareness In A Head-Up Synthetic Vision Display,dataset,crossref:15
doi:10.1037/e621112012-001,"Society For Consumer Psychology 2009 Conference Advances In Consumer Psychology, Feb 12-14, 2009, San Diego, CA [Program]",dataset,crossref:15
doi:10.1515/9783110927993.113,3.1 Laut-Buchstaben-Zuordnung,book chapter,crossref:374
doi:10.1037/e506122009-006,Process Of Adaptation By The Human Controller,dataset,crossref:15
doi:10.1037/e690302011-001,State Mental Health Systems For Children: A Review Of The Literature And Available Data Sources,dataset,crossref:15
doi:10.1037/e504252010-001,Oregon Tobacco Facts & Laws,dataset,crossref:15
doi:10.1002/9781118480793.ch26,Wood And Natural Fiber-Based Composites (NFCs),book chapter,crossref:311
doi:10.1109/ths.2012.6459909,Application Stress Testing Achieving Cyber Security By Testing Cyber Attacks,proceedings article,crossref:263
doi:10.5005/jp/books/10992_31,Female Genital Tuberculosis,book chapter,crossref:2914
doi:10.1037/e524362011-029,Parents Grieving The Loss Of Their Child: Interdependence In Coping,dataset,crossref:15
doi:10.5005/jp/books/10992_12,Diagnosis Of Latent Tuberculosis Infection: Recent Advances And Future Directions,book chapter,crossref:2914
doi:10.1037/e577092012-018,Optimizing The Surgeon-Robot Interface: The Effect Of Control-Display Gain And Zoom Level On Movement Time,dataset,crossref:15
doi:10.1037/e460342004-001,Review Of Research In Typewriting Learning With Recommendations For Training.,dataset,crossref:15
doi:10.1037/e501882009-601,Contextual Effects On The Perception Of Causality,dataset,crossref:15
doi:10.1037/e445862004-001,Binaural Processing Of Speech In Light Aircraft.,dataset,crossref:15
doi:10.1037/e495572006-006,Individual Differences In Nicotine Kinetics And Metabolism In Humans,dataset,crossref:15
doi:10.1037/e384012004-001,Assessment And Accountability Across The 50 States,dataset,crossref:15
doi:10.1037/e654502010-001,Revitalizing Arts Education Through Community-Wide Coordination,dataset,crossref:15
doi:10.1515/9783110289954.99,Wissenskonstituierung In Mündlichkeit Und Schriftlichkeit,book chapter,crossref:374
doi:10.1037/e309412004-001,Taking Charge Of Menopause,dataset,crossref:7822
doi:10.1037/e376832004-007,"Criminal Victimization, 2002",dataset,crossref:15
doi:10.1109/pht.2013.6461285,A Telematics Solution For The Remote Follow-Up Of Malnourished Children In Underserved Areas,proceedings article,crossref:263
doi:10.5005/jp/books/11406_13,Chapter-13 Nosocomial Infections In The Nicu,book chapter,crossref:2914
doi:10.5005/jp/books/10256_13,Wide-Angle Viewing Systems For Vitreous Surgery,book chapter,crossref:2914
doi:10.1037/e717692011-002,Multiple Session Early Psychological Interventions For The Prevention Of Post-Traumatic Stress Disorder,dataset,crossref:15
doi:10.1037/e603852007-007,International Perspectives On Governmental Aggression,dataset,crossref:15
doi:10.1037/e309792004-025,Mission Statement.,dataset,crossref:15
doi:10.1037/e526662007-001,Making Room For Daddies: Male Couples And Their Adopted Children,dataset,crossref:15
doi:10.1037/e722812011-033,Evaluating Money: Temporal Influences On Context,dataset,crossref:15
doi:10.1037/e449762006-001,Automatic Target Cueing And Operator Performance With Enhanced APG-70 Synthetic Aperture Radar Imagery,dataset,crossref:15
doi:10.1037/e571522006-020,"Congressional Black Caucus, Congressional Progressive Caucus, And Congressional Hispanic Caucus",dataset,crossref:15
doi:10.1037/e566272007-001,Environmental Psychology Symposium,dataset,crossref:15
doi:10.1037/e383132004-001,Out-of-Field Teaching And The Limits Of Teacher Policy. A Research Report Co-Sponsored By Center For The Study Of Teaching And Policy And The Consortium For Policy Research In Education,dataset,crossref:15
doi:10.1037/e616982011-001,"Society For Judgment And Decision Making (SJDM) Newsletter, June 2006",dataset,crossref:15
doi:10.1037/e567722010-001,Anger: The Emotional Brain,dataset,crossref:15
doi:10.1037/e523172009-001,Effects Of Immediate Knowledge Of Results And Adaptive Testing On Ability Test Performance,dataset,crossref:15
doi:10.1037/e417472005-462,The Ego And The Id (1923). Part II: The Ego And The Id,dataset,crossref:15
doi:10.1037/e455312004-001,"A Statistical Evaluation Of The Basic Classification Test Battery (Form 1). (OSRD, 1945; Publ. Bd., No. 13294.).",dataset,crossref:15
doi:10.1037/e569102006-006,Reviewing Domestic Violence Deaths,dataset,crossref:15
doi:10.1037/e531312011-001,"Health And Well-Being In The Home: A Global Analysis Of Needs, Expectations, And Priorities For Home Health Care Technology",dataset,crossref:15
doi:10.1037/e529582010-002,Texting Health Information To Teens,dataset,crossref:15
doi:10.1037/e424392005-001,A Validation Methodology For Human Behavior Representation Models,dataset,crossref:15
doi:10.1109/pht.2013.6461311,Detection Of Buruli Ulcer Disease: Preliminary Results With Dermoscopic Images On Smart Handheld Devices,proceedings article,crossref:263
doi:10.1037/e470362004-001,Outcome Of Narcotic Addict Treatment In California.,dataset,crossref:15
doi:10.1037/e656882007-001,Do Beliefs About Comprehension Affect Metacomprehension Judgments?,dataset,crossref:15
doi:10.1037/e551902010-002,"High School Students Who Tried To Quit Smoking Cigarettes - United States, 2007",dataset,crossref:15
doi:10.1037/e590862010-002,Inequality And HIV: The Role Of Housing,dataset,crossref:15
doi:10.1037/e603292007-001,Progression And Resistance Training,dataset,crossref:15
doi:10.1037/e412082005-001,Texas Math Initiative Website Debuts,dataset,crossref:15
doi:10.1037/e443652004-001,Lineal Inclination In Encoding Information Symbolically On Cathode Ray Tubes And Similar Displays.,dataset,crossref:15
doi:10.1037/e413812005-067,Situational Determinants Of Attitude-Memory-Congeniality Effects,dataset,crossref:15
doi:10.5005/jp/books/11309_13,Chapter-13 Osteoarticular Tuberculosis,book chapter,crossref:2914
doi:10.1037/e691082011-001,Trends In Service Receipt: Children In Kinship Care Gaining Ground,dataset,crossref:15
doi:10.1037/e480972008-001,A Review Of Procedural Variations In Level Of Aspiration Studies,dataset,crossref:15
doi:10.1037/e422062008-001,"Underage Drinking: Findings From The 2004 Offending, Crime And Justice Survey",dataset,crossref:15
doi:10.1145/2442829.2442854,On The Complexity Of Solving A Bivariate Polynomial System,proceedings article,crossref:320
doi:10.1037/e658672010-001,Success Of First-Term Soldiers: The Effects Of Recruiting Practices And Recruit Characteristics,dataset,crossref:15
doi:10.1037/e592692011-004,The Environmental Concerns Of Disadvantaged Groups,dataset,crossref:15
doi:10.1037/e404522005-021,Officers Of Division 22,dataset,crossref:15
doi:10.1037/e608922012-189,The Wide Ranging Health And Social Impact Of Adverse Childhood Experiences,dataset,crossref:15
doi:10.1037/e580442009-001,Psychological Operations Support To Strategic Communications In Afghanistan,dataset,crossref:15
doi:10.1037/e406262008-011,Migration Policy Institute Launches New National Center On Immigrant Integration Policy,dataset,crossref:15
doi:10.1037/e562262006-001,Eighteen States Executed 68 Prisoners During 1998: Eighty-Nine Executed So Far This Year,dataset,crossref:15
doi:10.1037/e495672006-007,The Neurotoxic Effects Of Continuous Cocaine And Amphetamine In Habenula: Implications For The Substrates Of Psychosis,dataset,crossref:15
doi:10.1037/e375052004-001,"Acquaintance Rape Of College Students. Problem-Oriented Guides For Police Series, No. 17",dataset,crossref:15
doi:10.1037/e513122011-001,Chimamanda Adichie: The Danger Of A Single Story,dataset,crossref:15
doi:10.1016/b978-1-4377-1679-5.00014-4,Nociceptive Physiology,book chapter,crossref:78
doi:10.5005/jp/books/11546_43,Graft: Acetabulum—Total Hips,book chapter,crossref:2914
doi:10.1037/e718102011-001,Postgraduate Supervision And Support In Psychology: A Review Of Good Practice,dataset,crossref:15
doi:10.1037/e336462004-001,Coping With Employment Uncertainty: Strategies Of Employed And Unemployed Workers,dataset,crossref:15
doi:10.1037/e508152006-001,Attitudes Towards Crime And Punishment In Vermont: Public Opinion About An Experiment With Restorative Justice,dataset,crossref:15
doi:10.1037/e451002004-001,Training For Calibration.,dataset,crossref:15
doi:10.1037/e510182009-001,The Stroop Test In Evaluating Performance Effects Of Navy Diving Tasks: I. Stimulus Exposure Duration Effects,dataset,crossref:15
doi:10.1109/ths.2012.6459877,Crowd-sourced Calibration Of Uncontrolled Radiation Detectors,proceedings article,crossref:263
doi:10.1037/e437792004-001,Fixations During Day And Night GCA Approaches Using An Experimental Instrument Panel Arrangement.,dataset,crossref:15
doi:10.1037/e417472005-225,Creative Writers And Day-Dreaming (1908),dataset,crossref:15
doi:10.1037/e666602011-131,Varying The Temporal Location Of The Opportunity To Attack Within The Interfood Interval,dataset,crossref:15
doi:10.1037/e427592005-001,Evaluation And Refinement Of A System And A Method For The Use Of Hyperspectral Imaging For Metabolic Monitoring,dataset,crossref:15
doi:10.1037/e310492005-001,Comparison Of Bayesian And Regression Approaches To The Study Of Information Processing In Judgment,dataset,crossref:15
doi:10.1037/e695432011-067,Analysis Of VR Based Head-Motion To A Virtual Avatar: Characteristic Of Schizophrenia,dataset,crossref:15
doi:10.1037/e582022011-001,"ENews: A Monthly Forum For Sharing And Interchange For October, 2009",dataset,crossref:15
doi:10.5005/jp/books/11047_1,Introduction,book chapter,crossref:2914
doi:10.1037/e578182012-008,Bridging Human Factors And Human Reliability Analysis,dataset,crossref:15
doi:10.1037/e546862009-001,"On-Time Reliability Impacts Of Advanced Traveler Information Services (ATIS): Washington, DC Case Study",dataset,crossref:15
doi:10.1037/e449682004-001,Evaluating An Experimental Audio-Visual Module Programmed To Teach A Basic Anatomical And Physiological System.,dataset,crossref:15
doi:10.1037/e460782004-001,Some Vibration Data On Primates Implanted With Accelerometers On The Upper And Lower Spine: Methodology And Results In Rhesus Monkeys.,dataset,crossref:15
doi:10.1037/e336802004-001,Self-Efficacy As A Moderator Of Work Stress In Transportation Workers,dataset,crossref:15
doi:10.1145/2442968.2442980,A Method For Constructing 3D Traveling Routes From GPS Navigation Data,proceedings article,crossref:320
doi:10.1037/e572882012-001,"In Cambodia, Any Preschool Found Better Than None",dataset,crossref:15
doi:10.1037/e536652010-001,Governor Receives Task Force On Equality Report: Report Includes Recommendations For The 2007 Legislative Session,dataset,crossref:15
doi:10.1037/e407562004-001,Multiple Task Performance As A Predictor Of The Potential Of Air Traffic Controller Trainees.,dataset,crossref:15
doi:10.1037/e655702010-001,SEPA Newsletter,dataset,crossref:15
doi:10.1016/b978-0-323-07954-9.00009-8,Neuroanatomy Of The Spinal Cord,book chapter,crossref:78
doi:10.1145/2441776.2441941,Comparing The Use Of Social Networking And Traditional Media Channels For Promoting Citizen Science,proceedings article,crossref:320
doi:10.1109/ths.2012.6459925,Quickest Detection Of Nuclear Radiation Using A Sensor Network,proceedings article,crossref:263
doi:10.1037/e638742011-001,Survey Of Accused But Exonerated Individuals In Research Misconduct Cases: Final Report,dataset,crossref:15
doi:10.1037/e407582008-004,New Report Describes Burden Of Asthma In Minnesota,dataset,crossref:15
doi:10.1037/e552122012-001,Will The Affordable Care Act Move Patient-Centeredness To Center Stage?: Summary,dataset,crossref:15
doi:10.1037/e388842004-024,Revised Ethical Standards Of Psychologists,dataset,crossref:15
doi:10.1037/e375622004-001,"Violent Neighborhoods, Violent Kids",dataset,crossref:15
doi:10.1002/9781118480793.ch24,Blown Films And Ribbons Extrusion,book chapter,crossref:311
doi:10.5005/jp/books/11688_14,Chapter-14 Persons With Disability Act,book chapter,crossref:2914
doi:10.1037/e574462009-001,Subjective Distance And Emotional Involvement: A Verification Of The Exponent Invariance,dataset,crossref:15
doi:10.1037/e359022004-001,Standards-Based Classroom Task Bank,dataset,crossref:7822
doi:10.5005/jp/books/11539_85,Respiratory Failure,book chapter,crossref:2914
doi:10.1037/e666632011-116,Operant Conditioning Of Vocal Behavior In The Monkey (Cebus Albifrons),dataset,crossref:15
doi:10.1037/e596032009-001,Myth Buster - Independent Mental Health Advocates (IMHAs),dataset,crossref:15
doi:10.1037/e506102012-212,Does A Common Ingroup Identity Reduce Intergroup Threat?,dataset,crossref:15
doi:10.1037/e385082004-001,Capital Punishment 2000,dataset,crossref:15
doi:10.1037/e536562006-001,"Starting To Smoke In The Navy: When, Where, And Why",dataset,crossref:15
doi:10.1037/e517322011-178,Memorials And Anti-Memorials: The Intersection Of Art And Traumatic Memory,dataset,crossref:15
doi:10.1037/e605012009-001,"Counseling For The Transition To Adulthood As Joint, Goal-Directed Action",dataset,crossref:15
doi:10.5005/jp/books/11555_8,Lumbosacral Plexus,book chapter,crossref:2914
doi:10.1037/e497192008-001,Advancing Social Justice Through School-Based Career Development,dataset,crossref:15
doi:10.1037/e576282011-001,Toward Next Steps In School Improvement: Addressing Barriers To Learning And Teaching,dataset,crossref:7822
doi:10.1037/e706302007-001,"Seven Dimensions Of Spiritual Intelligence: An Ecumenical, Grounded Theory",dataset,crossref:15
doi:10.1037/e301992003-001,Gang Suppression And Intervention: Community Models: Research Summary,dataset,crossref:15
doi:10.1037/e606622010-001,Nicholas Christakis: How Social Networks Predict Epidemics,dataset,crossref:15
doi:10.5005/jp/books/11625_1,The Cardiovascular System,book chapter,crossref:2914
doi:10.1037/e557002006-001,Mental Health Problems Of Prison And Jail Inmates,dataset,crossref:15
doi:10.1109/icumt.2012.6459776,Vulnerability Of Core Networks Under Different Epidemic Attacks,proceedings article,crossref:263
doi:10.1037/e454902008-001,Prisoners' Drug Use And Treatment: Seven Research Studies: Home Office Research Study 267,dataset,crossref:15
doi:10.1037/e532842006-001,A Qualitative Study Of Ecstasy Sellers In The San Francisco Bay Area,dataset,crossref:15
doi:10.1037/e496312006-006,Attrition In Substance Abuse Comparative Treatment Research: The Illusion Of Randomization,dataset,crossref:15
doi:10.1037/e463442008-102,Thalamocortical Evoked Potentials During Appetitive Classical Conditioning In Dogs,dataset,crossref:15
doi:10.1037/e413542004-001,A Factor Analysis Of The OCS Paired-Comparison Evaluation System.,dataset,crossref:15
doi:10.1037/e511212004-001,Middle Adulthood: Midlife Crisis?,dataset,crossref:15
doi:10.1037/e545312009-005,The Scope Of Rape: Implications For The Clinical Treatment Of Victims,dataset,crossref:15
doi:10.1037/e400842009-006,When A Child Dies,dataset,crossref:15
doi:10.1037/e593632007-001,Dissociation And Posttraumatic Stress Disorder (PTSD),dataset,crossref:15
doi:10.1037/e596452011-001,Kinship Studies In The Morgan Centennial Year,dataset,crossref:15
doi:10.1037/e453702008-001,State Of Alaska Epidemiology Bulletin: Hepatitis A--Continuing Rural Spread,dataset,crossref:7822
doi:10.1037/e640272011-001,Do You Believe In Magic? What We Can Expect From Early Childhood Intervention Programs,dataset,crossref:15
doi:10.1037/e463442008-175,Dyadic Interaction And Induced Differences In Perceived Similarity,dataset,crossref:15
doi:10.1037/e307182005-012,Syndromic Surveillance At Hospital Emergency Departments - Southeastern Virginia,dataset,crossref:15
doi:10.1037/e451142004-001,Laboratory Studies Pertaining To Visual Air Reconnaissance.,dataset,crossref:15
doi:10.1037/e310662004-001,FDA Approves New Epilepsy Drug,dataset,crossref:15
doi:10.1037/e656232010-001,Father/Son,dataset,crossref:15
doi:10.1037/e454342008-001,Review Of Police Forces' Crime Recording Practices: Home Office Research Study 204,dataset,crossref:15
doi:10.1037/e311562005-012,Chapter 10: Effective Strategies For Providing Mental Health Services To Probationers With Mental Illnesses,dataset,crossref:15
doi:10.1037/e499262008-001,Informal Scientific Reasoning In Online Game Forums,dataset,crossref:15
doi:10.1037/e496662006-006,Parent And Peer Factors Associated With Drug Sampling In Early Adolescence: Implications For Treatment,dataset,crossref:15
doi:10.1037/e361342004-002,Department Of Health Surveys Health Planning Coalitions,dataset,crossref:15
doi:10.1109/icumt.2012.6459728,New Generation Energy Efficient WDM-PON System Using Spectrum Slicing Technology,proceedings article,crossref:263
doi:10.1037/e527352012-836,Testing Enhances Recollection: Process Dissociation Estimates And Metamemory Judgments,dataset,crossref:15
doi:10.1037/e473742008-122,Prediction Of Freshman Grades From SAT And From Level 4 Of SCAT In Three Predominately Negro State Colleges,dataset,crossref:15
doi:10.1037/e403032004-001,"A Comparison Of The Importance Of Objectives In Foreign Language Instruction As Rated By In-Service Teachers, Student Teachers And Pupils.",dataset,crossref:15
doi:10.1037/e538192006-001,Sedating And Nonsedating Sleeping Aids In Air Operations,dataset,crossref:15
doi:10.1037/e463442008-163,Contrasting Effects Of Understimulation (Sensory Deprivation) And Overstimulation (High Stimulus Variety),dataset,crossref:15
doi:10.1037/e401412004-001,A Human Engineering Approach To The Design Of Man-Operated Continuous Control Systems.,dataset,crossref:15
doi:10.1037/e514812011-001,Sunitha Krishnan Fights Sex Slavery,dataset,crossref:15
doi:10.1037/e721802011-001,A New Vision To Increase The Academic Achievement For English Language Learners And Immigrant Students,dataset,crossref:15
doi:10.1037/e668492012-001,Ben Goldacre: What Doctors Don'T Know About The Drugs They Prescribe,dataset,crossref:15
doi:10.1109/icumt.2012.6459698,Training Neuroemulators Using Multicriteria Extended Kalman Filter And Pseudoregularization For Model Reference Adaptive Neurocontrol,proceedings article,crossref:263
doi:10.1037/e421372004-001,JAN: A Technique For Analyzing Group Judgment.,dataset,crossref:15
doi:10.1037/e465932004-001,The Influence Of Intense Noise On Performance Of A Precise Fatiguing Task.,dataset,crossref:15
doi:10.1037/e426862004-001,An Exploration Of The Construct Validity Of A Leadership Behavior Rating System.,dataset,crossref:15
doi:10.1037/e481492006-001,Alternatives To The Secure Detention And Confinement Of Juvenile Offenders,dataset,crossref:15
doi:10.1037/e340842004-001,Self-Critical Perfectionism: Analyses Of Mediation And Scale Development,dataset,crossref:15
doi:10.1037/e505312006-012,"Treasurer's Report, Division 44 (Convention, July 2004)",dataset,crossref:15
doi:10.5772/52608,Effect Of Dietary Plant Lipids On Conjugated Linoleic Acid (CLA) Concentrations In Beef And Lamb Meats,book chapter,crossref:3774
doi:10.1037/e570812006-006,Ohio Citizen Corps Unveils First Annual Sign-Up Day,dataset,crossref:15
doi:10.1037/e695432011-129,Virtual Reality Intervention For Chemotherapy Symptoms,dataset,crossref:15
doi:10.5005/jp/books/11309_9,Chapter-09 Pulmonary Tuberculosis,book chapter,crossref:2914
doi:10.1037/e321792004-001,A Guide For Mandatory Reporters Of Child Abuse,dataset,crossref:15
doi:10.1037/e556382006-016,Medicare Enrollees In For-Profit Plans Are No Less Likely To Receive High-Cost Procedures Than Those In Non-Profit Plans,dataset,crossref:15
doi:10.1037/e658872007-001,Structural Consistency Of The Self And Resistance To Change,dataset,crossref:15
doi:10.1037/e516362012-001,"Behavioral Toxicology: An Emerging Discipline: Proceedings Of The Southwest Psychological Association Annual Meeting April 30, 1976 Albuquerque, New Mexico",dataset,crossref:15
doi:10.1037/e454552004-001,Tensions Affecting International Understanding; A Survey Of Research. (SSRC Bull. 62.).,dataset,crossref:15
doi:10.1037/e413782005-177,Group Cohesiveness And Creative Performance,dataset,crossref:15
doi:10.1037/e605712011-001,Evaluation Of The Generations Together Programme--Learning So Far,dataset,crossref:15
doi:10.1037/e371812004-001,US Adult Literacy Program Practice: A Typology Across Dimensions Of Life-Contextualized/Decontextualized And Dialogic/Monologic,dataset,crossref:15
doi:10.5005/jp/books/10028_11,Irrigating Solutions,book chapter,crossref:2914
doi:10.1037/e495932006-016,Combinations Of Treatment Modalities And Therapeutic Outcome For Cocaine Dependence,dataset,crossref:15
doi:10.1037/e416622004-001,The Deliberate Inhalation Of Volatile Substances.,dataset,crossref:15
doi:10.1037/e717812011-001,Reentry And Prison Work Programs,dataset,crossref:15
doi:10.1037/e429692004-001,A Replication Study Of Work Group Structure And Task Performance.,dataset,crossref:15
doi:10.1037/e501882009-496,It's Alive! Instantiating The Referent Model Of Lexical Decision,dataset,crossref:15
doi:10.1037/e720162011-001,In Need Of Help: Experiences Of Seriously Ill Prisoners Returning To Cincinnati,dataset,crossref:15
doi:10.1037/e666092011-105,Naming And Reading Sequentially Presented Letters,dataset,crossref:15
